                     %Lz                     obs                       s                guesserr                   error     directory
               3.1454932               2.1500408                       0                       0           1.1761161e-15  ./initial-2/
               3.1354932               2.1410169                       0                       0           6.5472469e-15  ./initial-1/
               3.1254932                2.131749                       0                       0           9.9967508e-16  ./initial-0/
               3.0484485               2.0509638             0.050404419            1.200435e-05           6.2447449e-15   search-0/
               3.0052418               1.9965479              0.07931556            1.638175e-05           1.1370252e-14   search-1/
                2.966932               1.9403538              0.10826649           1.7146368e-05           4.4267299e-15   search-2/
                2.933582               1.8819924              0.13752687           1.5911248e-05           2.0251201e-14   search-3/
               2.9056297               1.8202949              0.16769125           1.8578057e-05           4.1391987e-14   search-4/
               2.8871709               1.7632535              0.19497609           1.7452951e-05           2.4302537e-16   search-5/
                2.876467               1.6979839              0.22565195           1.6979233e-05           8.7268001e-16   search-6/
               2.8760656               1.6902331              0.22927436           1.0551851e-06           2.4851638e-16   search-10/
               2.8759333               1.6859844              0.23125926           8.3888316e-08           2.8655242e-15   search-13/
               2.8758629               1.6815236               0.2333429           1.5118413e-08           3.1013703e-15   search-15/
               2.8759329               1.6728606              0.23738914            5.496848e-08            6.242779e-16   search-16/
               2.8768915               1.6560202              0.24526071           3.6342569e-07           1.7543085e-15   search-17/
               2.8820672               1.6239224              0.26034314           2.7360513e-06           2.6319274e-14   search-18/
               2.8951028               1.5856674              0.27868811           7.6722229e-06           5.7413487e-14   search-19/
