                     %Lz                     obs                       s                guesserr                   error     directory
               4.2904379               2.1141855                       0                       0            8.876243e-16  ./initial-2/
               4.3004379                2.090812                       0                       0           2.9916503e-16  ./initial-1/
               4.3104379               2.0679837                       0                       0           7.5045975e-16  ./initial-0/
               4.3523938               1.9709926             0.058567301           1.1325852e-05           4.3912487e-14   search-0/
               4.3845803               1.8714408              0.10676589           1.8896999e-05           7.8601883e-14   search-1/
               4.3884499                1.849871              0.11712155           2.6512969e-06           4.6549766e-16   search-4/
               4.3912422               1.8138514              0.13436131           1.1216641e-06            6.270147e-15   search-6/
               4.3861162               1.7668914              0.15685311           6.0858898e-06           1.5631685e-15   search-7/
               4.3671867                1.718643              0.18034555           8.2387386e-06           2.4802255e-16   search-8/
               4.3308606               1.6714882              0.20442889            9.045525e-06           3.0827248e-14   search-9/
               4.2741704               1.6262649              0.22975897           9.4007405e-06           1.8885696e-14   search-10/
               4.1984887               1.5852133              0.25612592           9.9939383e-06            2.014509e-15   search-11/
               4.1058017               1.5486464              0.28388209           1.1054559e-05           7.8245197e-15   search-12/
               3.9997628               1.5168204              0.31285977             1.11908e-05           7.7751808e-15   search-13/
               3.8695131               1.4866062              0.34641816           1.2304181e-05           7.3953147e-15   search-14/
               3.7312692               1.4617483              0.38069271           1.0917074e-05           5.0084638e-15   search-15/
               3.5629943               1.4388264              0.42132924           1.1736086e-05           6.4575477e-15   search-16/
               3.3899775               1.4220762              0.46235149           1.0531772e-05           2.7392269e-15   search-17/
               3.2138012               1.4114871               0.5036304            1.017138e-05           1.5716892e-15   search-18/
               3.0355417               1.4077213              0.54512101           1.2417709e-05            9.525088e-15   search-19/
